Content Manifest for Depot 1716742 

Manifest ID / date     : 2422293171576873112 / 07/18/2025 17:30:22 
Total number of files  : 114 
Total number of chunks : 123122 
Total bytes on disk    : 134660420613 
Total bytes compressed : 99153337264 


          Size Chunks File SHA                                 Flags Name
    4291234512   4215 2a75037c0bd457450e3f67946cd0b874d8b84b51     0 Data\Starfield - Terrain01.ba2
    4289749798   4092 7e3de9c66b761e8a18d6eff28c7862fdb2a4e09f     0 Data\Starfield - Terrain02.ba2
    4269589746   4072 31787be0c3cee5b6d84e550afceeffbcc056e6e3     0 Data\Starfield - Terrain03.ba2
    2602112668   2482 8bdd57b23b605dbebdda90abdb05c68d0d4dad67     0 Data\Starfield - Terrain04.ba2
       3143875      3 93ff73ba97583d6cb58973f3c561e18c93bec82e     0 Data\Starfield - TerrainPatch.ba2
    4293630648   4276 d8757683f514bb1878f6b62d028482bd553eff5b     0 Data\Starfield - Textures01.ba2
    4294481065   4105 09323c2499615349e1ecf8fcf78beced7473adf6     0 Data\Starfield - Textures02.ba2
    4293851283   4098 17c5621e1ddeb77673d352d6ba564fe8308c3bf3     0 Data\Starfield - Textures03.ba2
    4289987983   4095 045fa73065bd5b851037d9e4897a5864ef0f99fb     0 Data\Starfield - Textures04.ba2
    4294590816   4099 50744a987147a0c86f0390ae4191d4060b38d8df     0 Data\Starfield - Textures05.ba2
    4294938802   4098 7cd5717d6e0e59052f7b15af9968ff125aa3740c     0 Data\Starfield - Textures06.ba2
    4294061043   4096 a88578d0d82950f0523766891c81d1e375960810     0 Data\Starfield - Textures07.ba2
    4290519058   4096 6f8a0870a810f1c77164ac0315aa1228db318332     0 Data\Starfield - Textures08.ba2
    4294392371   4096 445323dea81524156dbb03a2ba1d94d2ca683ff6     0 Data\Starfield - Textures09.ba2
    4294276207   4097 983bd566720fb996433f74f7b9b97705026bedf2     0 Data\Starfield - Textures10.ba2
     866957696    827 7d861bc58e48e464a839be2fbb622ede4f314afe     0 Data\Starfield - Textures11.ba2
    4286473311   4675 15bda1a723b4fb7d3daf7ccbf388f5c228f741e0     0 Data\Starfield - TexturesPatch01.ba2
     265961431    255 e5d2d7b8da0154077f86421ed22c536ce416ba99     0 Data\Starfield - TexturesPatch02.ba2
    4294919148   4097 2d8ebb248b00d09cc55249577d3b7c0ecff13e9c     0 Data\Starfield - Voices01.ba2
    2499060585   2387 cbaaa4458b2dc7112021741c18fef494bf8d5b59     0 Data\Starfield - Voices02.ba2
      20901416     22 3a1d65f332c4be7f102eed711be7f4bf9e18dfd8     0 Data\Starfield - VoicesPatch.ba2
    4294156448   4126 f869952f1e36ce52cddbee66b8d7a048ae1b5531     0 Data\Starfield - WwiseSounds01.ba2
    4294666354   4140 487d80b6cdf0a0dc72396ac2f5b36a2db1a17a83     0 Data\Starfield - WwiseSounds02.ba2
    4294654956   4135 2b245ca7366954692dd8c3c83bf4f0f0231dbc1a     0 Data\Starfield - WwiseSounds03.ba2
    4264195266   4124 9dd6ed02c8aedb4a54acf6a6849f189a85394f8b     0 Data\Starfield - WwiseSounds04.ba2
    2975910486   2870 b114a252ef2335283d506c8117bbdd0b94ff8b08     0 Data\Starfield - WwiseSounds05.ba2
     687891832    782 9c5e75e4303d97b606b0dda837c5de5112b3b583     0 Data\Starfield - WwiseSoundsPatch.ba2
    1456881949   1393 eae37c7da23b547ba4d3a5e1a4da18eaa491b8e2     0 Data\Starfield.esm
             0      0 0000000000000000000000000000000000000000    40 Data\video
      28801684     28 7d96045b9832158fdfefbd86cb24c60a690ab2ae     0 Data\video\ArtifactVision01.bk2
      28800936     28 ceb9a8d3b2aa9c95cf54030390da0eb2b5bc181a     0 Data\video\ArtifactVision02.bk2
      28804244     28 aa23d541c7496309341bd3fe6d1ccdd752919d2d     0 Data\video\ArtifactVision03.bk2
      28800400     28 06b47e82cf3ead1481e63ddb5231d11d3b19e428     0 Data\video\ArtifactVision04.bk2
      28799412     28 14cb8f5eadeccb88f463803f093cc8669f980b2a     0 Data\video\ArtifactVision05.bk2
      28804720     28 70c076546c35f95d6c209fea0dc24711d64d589a     0 Data\video\ArtifactVision06.bk2
      28804668     28 47566127714b8e108f4b314184f6b796cc2f5f09     0 Data\video\ArtifactVision07.bk2
      28804004     28 c2a9564fa9f021be3d0b29099556534e3c01fe9f     0 Data\video\ArtifactVision08.bk2
      28800740     28 0349f8d80a4252067f28da4f04adf9a18b0ba28a     0 Data\video\ArtifactVision09.bk2
      11416192     11 33d675f9fbeadc57e0b497b31306df6ed8a16cff     0 Data\video\BGS_LOGO_1080p_BinkVersion.bk2
     287405528    275 b4dd8209bddf6bc0c79368241b8b0a280c230733     0 Data\video\EndingVision.bk2
     476197580    455 d43f3c0dda83eb8d8ce2770539ebd76733f142e1     0 Data\video\MainMenuLoop.bk2
      25395572     25 aec4e24781353a5e2b2df0735ffc882ba6d15751     0 Data\video\PowerVision_Alien.bk2
      27658348     27 05a0ee51f29ec1042c8b41b8edb22e0bdcbed81b     0 Data\video\PowerVision_AntiGravField.bk2
      27658480     27 1330369f5d66b5e6d801b3555986ac1bafc56ed4     0 Data\video\PowerVision_CreateVac.bk2
      25314952     25 d573d2bfc8d9e87f177f564e8b788a212b74eb65     0 Data\video\PowerVision_CreatorsPeace.bk2
      27658392     27 7641fd58b24f3909ce842ec6cafa3977d40b86ec     0 Data\video\PowerVision_Earthbound.bk2
      27311676     27 c721800ce6c9c03fb0b64e8b01e937adb700f255     0 Data\video\PowerVision_Elemental.bk2
      27658532     27 21d4a870f65a73b2bcb0a16195436edaf7fc63b9     0 Data\video\PowerVision_Eternal.bk2
      27659352     27 a28f48d78b2e42530e127b35259a045d1f17b850     0 Data\video\PowerVision_GravDash.bk2
      27658376     27 e173b9c1ca5e30454d4757b9c3dc6f3a9f4e69ef     0 Data\video\PowerVision_GravityWave.bk2
      27658344     27 f9057a2728d8ce22d3d29335fa38ceb9f70a94b1     0 Data\video\PowerVision_GravityWell.bk2
      27658504     27 3e9f2988da3459838099ac806ca9c7f737effa26     0 Data\video\PowerVision_InnerDemon.bk2
      27658540     27 63b214b9bac4d661c076d886bbca0bc3fc134e87     0 Data\video\PowerVision_LifeForced.bk2
      27658536     27 df6719d3727e8a1f9b55c5a3f1482c53c8ab13f5     0 Data\video\PowerVision_MoonForm.bk2
      27658868     27 e475eaa4bc9f27b0f67e9c690a87481ddec22276     0 Data\video\PowerVision_ParallelSelf.bk2
      27658520     27 46726281e2e55b4b10eafd3a6173b60cc1f154b8     0 Data\video\PowerVision_ParticleBeam.bk2
      27658568     27 f3de1fe843d6d7fc70eeeda1cb19f65c12c07e4b     0 Data\video\PowerVision_PersonalAtmosphere.bk2
      27659796     27 e9e313683b9dfa2796e9a000e0aa5a49244e7b72     0 Data\video\PowerVision_PhasedTime.bk2
      27658796     27 47a0447b9c719ca43cbd86c5c7c70c7a4bca8022     0 Data\video\PowerVision_Precognition.bk2
      27658680     27 ecfdf3c8585659aece7076e66e37cd23fdd42369     0 Data\video\PowerVision_ReactiveShield.bk2
      27658492     27 9e4931ba949dca810e877ceecb7d97c084ca4651     0 Data\video\PowerVision_SenseStar.bk2
      27658388     27 1b7798198bfd3a56f2d9c291e47885d2d931c7ee     0 Data\video\PowerVision_SolarFlare.bk2
      27658872     27 aaf9294eb5c0f968c071019ec05d218c07ba7695     0 Data\video\PowerVision_SunlessSpace.bk2
      27658592     27 9f9ba0324848ac429798f5bf46df6deaecef09fd     0 Data\video\PowerVision_Supernova.bk2
      27658360     27 a30dd06b22a01291bfcdd7c445f30f745e4c19d3     0 Data\video\PowerVision_VoidForm.bk2
